Name,Symptoms,Sticker,Rarity,Description,Verifications
Bullous Impetigo,yellow blister; yellow bluster; rash,🟢 Normal / Routine Disease,Common (~2-3%),Skin infection with yellow blisters.,Gram Stain; Wound Culture
